Локация,Количество
Ликино Дулево,1
д. Запонорье,1
город Куровское,1
ПаVлово-Посадский,1
Павлово-Посадский г.о.,1
город Протвино,1
Пушкинский округ,1
город Пущино,1
Раменский район,1
населенные пункты Рузского городского округа,1
Сергиеvo-Посадский г.о.,1
г.о. Серпухов,1
п. Поварово,1
д. Алабушево,1
д. Черная Грязь,1
п. Лунево,1
п. Лесное озеро,1
д. Полежайки,1
д. Ожогино,1
д. Кривцово,1
город Солнечногорск,1
шатула,1
п. Мишеронский,1
г. Щёлково,1
Ливенский район,1
п. Хомутово,1
п. Объединение,1
д. Селихово,1
д. Большое Сотниково,1
д. Ледно,1
д. Слободка,1
Рыбновский район,1
Ухоловский район,1
Гагарин,1
Гагаринский район Смоленской области,1
город Духовщина,1
д. Большое Береснево,1
д. Шиловичи,1
Кардымовский,1
Кардымово,1
Новодугинский район,1
город Починок,1
поселения Починковского района,1
Смоленская,1
Сафоновская Госавтоинспекция,1
Сафоновский,1
Сычевский филиал СОГБУ «Смоленскавтодор»,1
Хиславичский район Смоленской области,1
Шумячский район,1
Граждановский,1
Митропольский,1
Кривополянский,1
Кирсанов,1
Ахлябиновская роща,1
река Бурначка,1
с. Бурнак,1
с. Туголуково,1
территория Жердевского муниципального округа,1
территория округа,1
Инжавинский,1
Кирсановский район,1
город Моршанск,1
Первомайский  округ,1
река Ворона,1
с. Перевоз,1
Центральный микрорайон рабочий поселок Ржакса,1
дорога Ржакса-Ольгино,1
Умётский округ,1
Кимры,1
город Ржева,1
Селижаровский  округ,1
Арсеньево,1
